0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,10
41,40
42,4
43,41
44,42
45,43
46,4
47,44
48,11
49,45
50,46
51,47
52,48
53,4
54,49
55,50
56,10
57,51
58,17
59,52
60,5
61,3
62,53
63,54
64,55
65,56
66,57
67,4
68,48
69,58
70,59
71,60
72,61
73,62
74,63
75,61
76,4
77,64
78,48
79,65
80,11
81,66
82,67
83,68
84,69
85,70
86,10
87,71
88,72
89,73
90,74
91,75
92,4
93,58
94,76
95,77
96,78
97,4
98,79
99,29
100,80
101,31
102,81
103,82
104,83
105,84
106,85
107,4
108,61
109,86
110,87
111,61
112,88
113,89
114,90
115,10
116,91
117,92
118,25
119,93
120,94
121,95
122,96
123,97
124,98
125,80
126,80
127,99
128,100
129,51
130,101
131,102
132,103
133,104
134,105
135,4
136,18
137,77
138,106
139,107
140,108
141,48
142,109
143,110
144,20
145,111
146,6
147,18
148,5
149,84
150,112
151,113
152,114
153,115
154,116
155,42
156,117
157,118
158,119
159,63
160,120
161,121
162,122
163,123
164,124
165,125
166,126
167,20
168,127
169,128
170,11
171,129
172,130
173,131
174,132
175,92
176,133
177,5
178,134
179,135
180,136
181,62
182,137
183,5
184,138
185,139
186,140
187,141
188,142
189,143
190,144
191,145
192,146
193,147
194,85
195,148
196,4
197,29
198,149
199,150
200,151
201,152
202,153
203,141
204,62
205,154
206,4
207,155
208,156
209,157
210,10
211,48
212,125
213,158
214,159
215,128
216,160
217,68
218,161
219,162
220,163
221,164
222,143
223,48
224,165
225,74
226,4
227,166
228,167
229,4
230,23
231,168
232,76
233,169
234,6
235,170
236,171
237,172
238,173
239,48
240,174
241,175
242,176
243,177
244,80
245,178
246,58
247,107
248,88
249,179
250,82
251,180
252,176
253,181
254,182
255,66
256,183
257,184
258,185
259,186
260,187
261,74
262,61
263,119
264,188
265,189
266,48
267,190
268,10
269,4
270,191
271,85
272,192
273,86
274,193
275,48
276,194
277,195
278,196
279,61
280,92
281,147
282,197
283,198
284,199
285,30
286,200
287,201
288,51
289,202
290,4
291,57
292,203
293,4
294,204
295,205
296,25
297,99
298,172
299,206
300,207
301,181
302,208
303,48
304,209
305,210
306,211
307,57
308,212
309,4
310,61
311,213
312,167
313,214
314,215
315,216
316,30
317,217
318,3
319,218
320,219
321,220
322,221
323,70
324,20
325,3
326,222
327,223
328,224
329,148
330,170
331,11
332,225
333,226
334,74
335,111
336,227
337,228
338,229
339,230
340,20
341,33
342,231
343,116
344,232
345,229
346,233
347,234
348,101
349,5
350,235
351,177
352,20
353,236
354,237
355,238
356,239
357,159
358,240
359,241
360,4
361,242
362,11
363,243
364,244
365,152
366,20
367,208
368,245
369,4
370,85
371,246
372,247
373,107
374,248
375,15
376,98
377,15
378,249
379,250
380,251
381,99
382,252
383,30
384,107
385,111
386,253
387,200
388,6
389,254
390,255
391,256
392,257
393,183
394,258
395,7
396,93
397,228
398,208
399,259
400,260
401,261
402,145
403,168
404,262
405,15
406,236
407,4
408,194
409,263
410,264
411,265
412,4
413,5
414,266
415,40
416,10
417,267
418,268
419,5
420,269
421,14
422,143
423,270
424,20
425,271
426,272
427,273
428,57
429,274
430,10
431,275
432,276
433,5
434,277
435,108
436,278
437,279
438,257
439,128
440,58
441,129
442,67
443,280
444,281
445,117
446,282
447,283
448,284
449,4
450,285
451,182
452,286
453,287
454,10
455,288
456,289
457,4
458,117
459,290
460,86
461,7
462,5
463,4
464,5
465,291
466,292
467,293
468,294
469,295
470,18
471,277
472,102
473,296
474,48
475,159
476,297
477,25
478,298
479,299
480,62
481,92
482,300
483,11
484,301
485,99
486,302
487,102
488,85
489,4
490,303
491,48
492,10
493,86
494,286
495,216
496,238
497,304
498,305
499,306
500,218
501,10
502,48
503,307
504,31
505,7
506,308
507,99
508,309
509,48
510,310
511,311
512,273
513,312
514,102
515,313
516,86
517,58
518,314
519,4
520,152
521,315
522,174
523,31
524,316
525,143
526,317
527,318
528,57
529,111
530,174
531,319
532,111
533,85
534,5
535,320
536,5
537,11
538,321
539,111
540,111
541,62
542,322
543,10
544,323
545,61
546,15
547,324
548,325
549,326
550,111
551,272
552,11
553,20
554,327
555,328
556,143
557,6
558,291
559,85
560,49
561,15
562,254
563,329
564,330
565,331
566,305
567,332
568,333
569,334
570,80
571,335
572,242
573,336
574,337
575,40
576,197
577,199
578,338
579,48
580,339
581,315
582,10
583,337
584,256
585,242
586,155
587,340
588,341
589,342
590,50
591,80
592,107
593,343
594,10
595,344
596,27
597,167
598,345
599,11
600,10
601,346
602,20
603,25
604,347
605,4
606,85
607,10
608,325
609,294
610,48
611,348
612,349
613,350
614,240
615,20
616,99
617,351
618,5
619,352
620,85
621,353
622,354
623,355
624,322
625,125
626,48
627,356
628,20
629,293
630,357
631,20
632,358
633,359
634,85
635,360
636,361
637,320
638,4
639,213
640,362
641,61
642,5
643,115
644,61
645,363
646,85
647,10
648,364
649,365
650,366
651,367
652,4
653,61
654,17
655,234
656,368
657,369
658,177
659,194
660,121
661,370
662,70
663,6
664,216
665,207
666,61
667,371
668,372
669,74
670,10
671,63
672,48
673,373
674,26
675,4
676,374
677,97
678,99
679,4
680,283
681,334
682,375
683,4
684,376
685,377
686,378
687,379
688,301
689,380
690,62
691,381
692,382
693,383
694,384
695,385
696,4
697,386
698,48
699,137
700,4
701,332
702,96
703,147
704,61
705,135
706,3
707,387
708,143
709,105
710,255
711,388
712,4
713,389
714,390
715,353
716,391
717,3
718,392
719,183
720,111
721,246
722,393
723,134
724,3
725,61
726,394
727,395
728,396
729,397
730,100
731,5
732,84
733,51
734,217
735,398
736,40
737,143
738,399
739,92
740,400
741,97
742,401
743,302
744,4
745,143
746,251
747,291
748,55
749,402
750,3
751,272
752,403
753,404
754,4
755,73
756,405
757,406
758,272
759,4
760,407
761,408
762,174
763,234
764,305
765,409
766,337
767,48
768,410
769,411
770,246
771,137
772,300
773,412
774,14
775,55
776,66
777,413
778,86
779,4
780,86
781,414
782,80
783,388
784,415
785,4
786,85
787,4
788,102
789,62
790,4
791,416
792,417
793,418
794,42
795,185
796,325
797,419
798,291
799,61
800,420
801,25
802,306
803,178
804,308
805,421
806,4
807,422
808,423
809,10
810,4
811,120
812,6
813,135
814,4
815,195
816,20
817,11
818,424
819,425
820,426
821,427
822,48
823,428
824,429
825,430
826,431
827,370
828,176
829,432
830,433
831,434
832,329
833,4
834,128
835,79
836,435
837,436
838,437
839,115
840,438
841,3
842,167
843,30
844,86
845,4
846,439
847,384
848,307
849,440
850,281
851,281
852,441
853,442
854,69
855,443
856,444
857,6
858,445
859,278
860,446
861,447
862,74
863,448
864,449
865,366
866,450
867,451
868,154
869,85
870,452
871,237
872,4
873,228
874,453
875,84
876,454
877,420
878,455
879,4
880,456
881,457
882,4
883,5
884,447
885,458
886,15
887,176
888,182
889,459
890,111
891,120
892,460
893,461
894,10
895,77
896,4
897,97
898,137
899,159
900,226
901,157
902,462
903,463
904,184
905,107
906,464
907,267
908,4
909,58
910,465
911,84
912,31
913,160
914,155
915,466
916,467
917,302
918,468
919,114
920,317
921,469
922,4
923,470
924,77
925,471
926,291
927,472
928,384
929,6
930,301
931,233
932,301
933,263
934,299
935,167
936,473
937,4
938,208
939,454
940,11
941,198
942,160
943,474
944,61
945,475
946,208
947,476
948,208
949,307
950,477
951,147
952,102
953,478
954,479
955,201
956,143
957,21
958,480
959,263
960,424
961,481
962,391
963,428
964,482
965,15
966,483
967,484
968,485
969,85
970,25
971,111
972,486
973,487
974,41
975,74
976,482
977,55
978,237
979,99
980,10
981,30
982,66
983,126
984,325
985,61
986,488
987,184
988,62
989,120
990,111
991,489
992,490
993,491
994,492
995,493
996,10
997,494
998,495
999,496
1000,497
1001,63
1002,498
1003,10
1004,74
1005,499
1006,246
1007,48
1008,500
1009,501
1010,502
1011,383
1012,10
1013,10
1014,503
1015,68
1016,157
1017,273
1018,504
1019,6
1020,293
1021,117
1022,364
1023,48
1024,48
1025,505
1026,18
1027,302
1028,129
1029,99
1030,506
1031,188
1032,507
1033,8
1034,259
1035,246
1036,337
1037,420
1038,77
1039,4
1040,370
1041,508
1042,334
1043,85
1044,509
1045,218
1046,4
1047,510
1048,337
1049,121
1050,4
1051,511
1052,4
1053,400
1054,512
1055,513
1056,514
1057,515
1058,338
1059,97
1060,114
1061,5
